candidato,origen,orden_clases,cantidad_reglas,antecedentes_promedio,antecedentes_max,cobertura_train,cobertura_val,cobertura_test,hard_ba_train,hard_ba_val,hard_ba_test,hard_f1_macro_val,hard_f1_macro_test,hard_acc_val,hard_acc_test,fuzzy_ba_train,fuzzy_ba_val,fuzzy_ba_test,fuzzy_f1_macro_val,fuzzy_f1_macro_test,fuzzy_acc_val,fuzzy_acc_test,gap_fuzzy_ba,reglas_por_clase,puntaje_pre_ag
80,bootstrap_074,"['high risk', 'low risk', 'mid risk']",29,2.7586206896551726,4,0.871939736346516,0.8813559322033898,0.868421052631579,0.6621860843558958,0.6451293407759938,0.626521521331734,0.629003019565633,0.5942182624127296,0.6610169491525424,0.6447368421052632,0.64777950037384,0.6376494330812378,0.6343555641595201,0.6181284254788325,0.5992165690557495,0.6497175141242938,0.6414473684210527,0.01013006729260224,"{'bajo': 8, 'medio': 5, 'alto': 16}",0.6255425170994097
103,bootstrap_097,"['high risk', 'mid risk', 'low risk']",22,2.8181818181818183,5,0.8116760828625236,0.8361581920903954,0.875,0.6494342921229714,0.5958428779190348,0.6198693040035711,0.5982718712780063,0.6191373944869262,0.5988700564971752,0.618421052631579,0.6705287636891409,0.6514461211311625,0.6363183990239379,0.627920227920228,0.6167148982577494,0.655367231638418,0.6414473684210527,0.019082642557978424,"{'bajo': 8, 'medio': 4, 'alto': 10}",0.6238453460225516
86,bootstrap_080,"['high risk', 'low risk', 'mid risk']",23,2.869565217391304,5,0.879472693032015,0.8531073446327684,0.8782894736842105,0.6208822623916964,0.5851393975101964,0.6006594007516052,0.5764565827911996,0.5905882473508374,0.6101694915254238,0.618421052631579,0.6329001187491754,0.6436462264390526,0.6277994761782165,0.6479804598511003,0.6264249992234338,0.6610169491525424,0.6414473684210527,0.0,"{'bajo': 8, 'medio': 6, 'alto': 9}",0.6217097731699526
9,bootstrap_003,"['mid risk', 'high risk', 'low risk']",20,2.75,4,0.839924670433145,0.864406779661017,0.8618421052631579,0.6299478823063729,0.5810709914009844,0.6007917864957227,0.599023519338325,0.6197858343150763,0.5932203389830508,0.6085526315789473,0.6485684127193561,0.641756779407059,0.6190167797267532,0.6310217373114696,0.6124672073867867,0.6610169491525424,0.6348684210526315,0.006811633312297061,"{'bajo': 8, 'medio': 3, 'alto': 9}",0.6212948580153601
98,bootstrap_092,"['high risk', 'low risk', 'mid risk']",21,2.9523809523809526,5,0.7702448210922788,0.7853107344632768,0.7467105263157895,0.6449042309891366,0.5898342331909475,0.5702412813343418,0.5721531199020102,0.5434536829945683,0.615819209039548,0.5953947368421053,0.6641130096318776,0.6532559946770417,0.6279691162020858,0.6399176954732511,0.6124040993931066,0.6610169491525424,0.6348684210526315,0.01085701495483593,"{'bajo': 8, 'medio': 2, 'alto': 11}",0.6208248362226213
26,bootstrap_020,"['high risk', 'low risk', 'mid risk']",25,3.16,6,0.9209039548022598,0.8926553672316384,0.9342105263157895,0.6219625500285878,0.5936740771591927,0.6042637523175821,0.5776986019054605,0.573565438387686,0.615819209039548,0.618421052631579,0.6365313145973523,0.6299697451447476,0.5964599785920942,0.6283661124077994,0.5821693250012098,0.6497175141242938,0.6118421052631579,0.006561569452604776,"{'bajo': 11, 'medio': 5, 'alto': 9}",0.6167437574955259
99,bootstrap_093,"['mid risk', 'high risk', 'low risk']",30,2.933333333333333,5,0.9020715630885122,0.8926553672316384,0.8881578947368421,0.6564547873510138,0.607489388790974,0.5975712870621873,0.624034426241557,0.6148148148148148,0.615819209039548,0.6019736842105263,0.6395770110392752,0.630904310343368,0.6122544626968239,0.630656090819166,0.603366422215001,0.6497175141242938,0.6217105263157895,0.008672700695907198,"{'bajo': 8, 'medio': 8, 'alto': 14}",0.616347543700164
125,bootstrap_119,"['low risk', 'high risk', 'mid risk']",18,3.111111111111111,5,0.8267419962335216,0.8022598870056498,0.8322368421052632,0.6140184501033557,0.5998113939073798,0.606911467199935,0.5816802168021681,0.5660218134447661,0.6214689265536724,0.6217105263157895,0.6095186260280601,0.6300696352656147,0.6145758700038518,0.6241379310344827,0.5903271491290186,0.6440677966101694,0.625,0.0,"{'bajo': 9, 'medio': 4, 'alto': 5}",0.6141368782182967
113,bootstrap_107,"['low risk', 'high risk', 'mid risk']",22,2.8636363636363638,5,0.8305084745762712,0.8700564971751412,0.8486842105263158,0.636891410476316,0.5963389424175779,0.5970823246404463,0.5924187932500798,0.5819404765083349,0.6271186440677966,0.6217105263157895,0.6628155649382065,0.6251547027083767,0.6212483776093796,0.6317719981348326,0.6245021102627424,0.6497175141242938,0.6414473684210527,0.037660862229829783,"{'bajo': 11, 'medio': 3, 'alto': 8}",0.61364494625721
101,bootstrap_095,"['low risk', 'high risk', 'mid risk']",19,3.3157894736842106,6,0.6817325800376648,0.6892655367231638,0.7368421052631579,0.5959834190966267,0.5507534931913878,0.5878116636497352,0.5325971717329573,0.564784877979969,0.576271186440678,0.6085526315789473,0.6387441175177024,0.6669527926060993,0.6431109851561653,0.6528526714382646,0.6274911246321566,0.672316384180791,0.6447368421052632,0.0,"{'bajo': 8, 'medio': 4, 'alto': 7}",0.6135889157574701
19,bootstrap_013,"['high risk', 'mid risk', 'low risk']",23,2.5652173913043477,5,0.8700564971751412,0.8305084745762712,0.8651315789473685,0.608166204864318,0.5643504009995784,0.5411909261879625,0.5465811677431894,0.5058905162909423,0.5932203389830508,0.5657894736842105,0.6303272199498614,0.6408814710598003,0.5989955980076943,0.6399738193206104,0.5817744830523489,0.655367231638418,0.6151315789473685,0.0,"{'bajo': 7, 'medio': 3, 'alto': 13}",0.613109045119504
116,bootstrap_110,"['high risk', 'low risk', 'mid risk']",28,2.857142857142857,5,0.8493408662900188,0.8757062146892656,0.8486842105263158,0.6156512512644589,0.599323794673317,0.5733849438158894,0.5860443079955274,0.5330534022394487,0.6214689265536724,0.5921052631578947,0.6414187227866474,0.6233448291624976,0.6216372191542879,0.62888025475136,0.6152262099079182,0.6440677966101694,0.6348684210526315,0.018073893624149795,"{'bajo': 10, 'medio': 5, 'alto': 13}",0.6100921257787671
126,bootstrap_120,"['low risk', 'mid risk', 'high risk']",20,3.1,5,0.7212806026365348,0.6610169491525424,0.694078947368421,0.6363746316576505,0.6182030275171887,0.6280236671117222,0.6025157395206229,0.6041719281454382,0.6384180790960452,0.6414473684210527,0.6522490873905968,0.6446332762774507,0.6734170091066756,0.6315428149931157,0.6664780857566192,0.632768361581921,0.6677631578947368,0.0076158111131461315,"{'bajo': 8, 'medio': 3, 'alto': 9}",0.6098324295010716
21,bootstrap_015,"['mid risk', 'high risk', 'low risk']",21,2.857142857142857,4,0.832391713747646,0.8135593220338984,0.8289473684210527,0.6147578836258082,0.5717812101603491,0.5593846524342013,0.5805787911494873,0.5728214731585518,0.576271186440678,0.5625,0.6284690152614681,0.630904310343368,0.618770302750896,0.6327436421599482,0.6181207878340339,0.6497175141242938,0.631578947368421,0.0,"{'bajo': 9, 'medio': 4, 'alto': 8}",0.6086886936231386
69,bootstrap_063,"['mid risk', 'high risk', 'low risk']",27,2.962962962962963,5,0.8116760828625236,0.751412429378531,0.8125,0.6539973391388486,0.5786346882835661,0.5835849660354062,0.5587895856479687,0.5635739947193005,0.5988700564971752,0.5986842105263158,0.6793249989004706,0.6496159309505307,0.6351728299215731,0.633475213668437,0.6241974009520331,0.6497175141242938,0.6348684210526315,0.029709067949939882,"{'bajo': 11, 'medio': 3, 'alto': 13}",0.6072882140391785
123,bootstrap_117,"['mid risk', 'high risk', 'low risk']",19,3.0,6,0.7853107344632768,0.8135593220338984,0.805921052631579,0.6533018867924528,0.5777983201529165,0.5718758128584477,0.5933688999656016,0.5862993748223927,0.5875706214689266,0.5822368421052632,0.6457975986277874,0.6254543730709778,0.5975812658871209,0.6215475437486823,0.5913687169767599,0.632768361581921,0.6019736842105263,0.020343225556809563,"{'bajo': 8, 'medio': 5, 'alto': 6}",0.6065303758664898
63,bootstrap_057,"['mid risk', 'high risk', 'low risk']",28,3.2142857142857144,6,0.7570621468926554,0.7740112994350282,0.7598684210526315,0.6239307076571227,0.5681902449678234,0.5584077254732125,0.5469082504796791,0.5332928348195524,0.5932203389830508,0.5756578947368421,0.6690004178211725,0.6450887075064886,0.6455617845598307,0.6452565522332964,0.6449812792715223,0.6610169491525424,0.6513157894736842,0.023911710314683865,"{'bajo': 11, 'medio': 4, 'alto': 13}",0.6059136023979073
